boothFees-int[][],canDropScene-int[],canMint-int,desc-string,givenSkillId-int,icon-string,id-int,name-string,onChainDelay-int,quality-int[],resourceInstructions-int[],sellable-bool,subType-int,talentId-int[],tokenTaskLevel-int[],tokenTaskRefreshType-int,type-int,useLv-int,userType-int
"794,1",4,1," Jaket yang tahan lama yang dirancang untuk petualangan di luar ruangan, memberikan perlindungan yang sangat baik terhadap elemen. Bahan ringan dan bernapas menjaga kenyamanan selama berjam-jam menjelajah. Dengan banyak kantong dan jahitan yang diperkuat, ini adalah teman yang sempurna untuk petualang yang bersemangat.
",0,item-icon-118,118,topi koleksi,1440,"1,2,3",352,1,0,3,999,0,1,3,1
"793,1",4,1," Topi yang stylish ini sempurna untuk petualang, memberikan perlindungan ekstra dari elemen tanpa mengorbankan gaya. Tepi lebar dan tali yang dapat disesuaikan memastikan kenyamanan yang baik, menjadikannya aksesori yang wajib dimiliki untuk setiap petualang di luar ruangan. Dibuat dengan bahan yang tahan lama, topi ini dirancang untuk bertahan dalam kondisi yang paling sulit. Konstruksi ringan dan kain yang bernapas membuat Anda tetap sejuk dan terlindungi selama berjam-jam menjelajah. Dengan desain praktis dan tampilan modis, Topi Pengumpulan adalah barang yang wajib dimiliki untuk setiap petualang berpengalaman.
",0,item-icon-117,117,topi koleksi,1440,"1,2",343,1,0,3,999,0,1,2,1
"794,1",4,1," Anda dapat memperoleh item ini melalui sintesis. Ketika dipasang, ia dapat meningkatkan atribut. Tingkatkan kemungkinan drop pengumpulan sumber daya level yang lebih tinggi.
",0,item-icon-112,112,sepatu pertanian,1440,"1,2,3",204,1,0,1,999,0,1,3,1
"793,1",4,1," Anda dapat memperoleh item ini melalui sintesis. Ketika dipasang, ia dapat meningkatkan atribut. Tingkatkan kemungkinan drop pengumpulan sumber daya level yang lebih tinggi.
",0,item-icon-111,111,sepatu pertanian,1440,"1,2",195,1,0,1,999,0,1,2,1
"792,1",4,1," Anda dapat memperoleh item ini melalui sintesis. Ketika dipasang, ia dapat meningkatkan atribut. Tingkatkan kemungkinan drop pengumpulan sumber daya level yang lebih tinggi.
",0,item-icon-110,110,sepatu pertanian,1440,1,186,1,0,1,999,0,1,1,1
"792,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pakan hewan peliharaan adalah item habis pakai yang cocok untuk hewan peliharaan level 0, dan dapat meningkatkan kenyang dan nilai pertumbuhan hewan peliharaan. Terbuat dari tanaman alami dan nutrisi, dengan rasa yang segar dan mudah dicerna dan diserap. Setiap bungkus pakan hewan peliharaan ringan dan mudah dibawa, menjadikannya item yang wajib dimiliki oleh pemilik hewan peliharaan.
",27,item-icon-28,28,pakan kecil,0,1,434,1,0,1,"1,0",0,3,0,1
"792,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pakan hewan adalah produk habis pakai yang menyediakan nutrisi yang diperlukan bagi hewan untuk menjaga pertumbuhan yang sehat. Cocok untuk berbagai ternak dan hewan peliharaan, dan dapat meningkatkan produktivitas dan umur panjang mereka.
",27,item-icon-29,29,pakan besar,0,1,435,1,0,1,"1,0",0,3,0,1
-,"1,3,4",0," Farming EXP adalah nilai pengalaman dalam permainan yang dapat diperoleh melalui kegiatan pertanian seperti menanam tanaman dan memelihara hewan. Ini adalah faktor kunci dalam meningkatkan keterampilan dan tingkat pertanian, dan juga merupakan syarat yang diperlukan untuk membuka alat dan peralatan pertanian tingkat lebih tinggi.
",0,item-icon-188,188,EXP Pertanian,0,1,,0,0,"1,2,3",999,0,4,0,0
-,"1,3,4",0," Combat EXP mengacu pada pengalaman yang diperoleh dalam pertempuran. Ini dapat membantu pemain naik level dan meningkatkan keterampilan mereka, meningkatkan kemampuan karakter mereka. Dalam banyak permainan, Combat EXP adalah salah satu cara penting bagi pemain untuk meningkatkan kekuatan mereka.
",0,item-icon-189,189,Memerangi EXP,0,1,,0,0,"1,2,3",999,0,4,0,0
-,"1,3,4",0," Gathering EXP adalah sumber daya kunci dalam permainan, memainkan peran penting dalam meningkatkan efisiensi pengumpulan sumber daya dan kemampuan karakter. Pemain mengumpulkan pengalaman melalui kegiatan seperti menebang pohon dan menambang untuk meningkatkan tingkat keterampilan pengumpulan. Tingkat keterampilan menentukan kecepatan pengumpulan, kemungkinan perolehan sumber daya langka, dan membuka keterampilan tingkat lebih tinggi. Seiring berjalannya permainan, kebutuhan karakter menjadi lebih kompleks, membuat keterampilan pengumpulan yang tinggi menjadi penting untuk mendukung. Selain itu, pengalaman pengumpulan yang tinggi juga berkontribusi pada peningkatan kemampuan serangan. Pemain harus terus belajar keterampilan dan meningkatkan pengalaman pengumpulan untuk dengan berani menghadapi tantangan dan naik di antara yang terkuat.
",0,item-icon-190,190,Mengumpulkan EXP,0,1,,0,0,"1,2,3",999,0,4,0,0
"794,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
",0,item-icon-191,191,Ramuan Penyembuhan Kristal,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
",0,item-icon-192,192,Ramuan Serangan Kristal,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
",0,item-icon-194,194,Ramuan Kecepatan Kristal,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
",0,item-icon-195,195,Ramuan Serangan Kritis Kristal,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1," Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
",0,item-icon-196,196,Ramuan Kesehatan Kristal,0,1,60,1,0,2,3,0,3,3,1
"794,1","1,3,4",1," Elixir yang kuat ini mengembalikan vitalitas dan menyegarkan petualang yang lelah, memberikan lonjakan energi dan sifat penyembuhan. Ramuan berharga ini adalah tali pengaman dalam situasi yang sulit, menawarkan dorongan cepat dan menyegarkan untuk terus maju di tengah bahaya.
",0,item-icon-197,197,Ramuan Pertahanan Kristal,0,1,60,1,0,2,3,0,3,3,1
"792,1","1,3,4",1," Potion ini dapat menambahkan lapisan perlindungan kristal pada pertahanan Anda, membuat Anda lebih tak terkalahkan dalam pertempuran.
",0,item-icon-207,207,Kumpulkan Esensi,0,1,168,1,0,3,"1,0",0,4,1,1
"793,1","1,3,4",1," Esensi ini dikumpulkan dari pohon dan dapat digunakan untuk menghasilkan berbagai bahan baku dan zat sintetis.

",0,item-icon-208,208,Kumpulkan Esensi,0,1,169,1,0,3,2,0,4,2,1
"794,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau item.
-------
Item ini adalah esensi yang digunakan untuk mengumpulkan bahan baku untuk sintesis, dan membutuhkan level 3 untuk digunakan. Ini dapat diperoleh dengan mengumpulkan dari pohon-pohon dan merupakan sumber daya yang sangat penting.
",0,item-icon-209,209,Kumpulkan Esensi,0,1,170,1,0,3,3,0,4,3,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau item.
-------
Esensi penanaman pertanian ini disintesis dengan hati-hati dari bahan baku pertanian berkualitas tinggi dan cocok untuk penanaman pertanian dari tingkat satu. Ini dapat meningkatkan tingkat pertumbuhan dan hasil panen tanaman, serta meningkatkan kualitas dan rasa tanaman. Menggunakannya dapat membuat tanaman Anda lebih sehat dan makmur, dan membuat produksi pertanian Anda lebih efisien dan stabil.
",0,item-icon-210,210,Esensi Penanaman Pertanian,0,1,141,1,0,1,"1,0",0,4,1,1
"793,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau item.
-------
Ini adalah esensi khusus yang dirancang untuk penanaman pertanian, yang dapat meningkatkan tingkat pertumbuhan dan hasil panen tanaman serta membantu meningkatkan efisiensi produksi pertanian. Ini disintesis dari berbagai bahan baku pertanian dan merupakan item penting yang tak tergantikan dalam produksi pertanian.
",0,item-icon-211,211,Esensi Penanaman Pertanian,0,1,142,1,0,1,2,0,4,2,1
"794,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau item.
-------
Esensi penanaman pertanian ini adalah campuran dari berbagai esensi tanaman berharga, yang memiliki efek ajaib dalam mempromosikan pertumbuhan tanaman dan meningkatkan hasil panen. Ini adalah salah satu bahan baku yang tak tergantikan di bidang pertanian dan cocok untuk berbagai jenis tanaman.
",0,item-icon-212,212,Esensi Penanaman Pertanian,0,1,143,1,0,1,3,0,4,3,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau item.
-------
Esensi pertanian dan peternakan ini adalah campuran dari berbagai esensi tanaman dan hewan alami, yang dapat meningkatkan efisiensi produksi dan hasil pertanian dan peternakan. Kaya akan komponen nutrisi dan zat bioaktif, yang dapat mempromosikan pertumbuhan yang sehat pada tanaman dan hewan ternak.
",0,item-icon-213,213,Esensi Peternakan Pertanian,0,1,144,1,0,1,"1,0",0,4,1,1
"793,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau item.
-------
Ini adalah esensi yang diekstraksi dari pertanian dan peternakan, yang dapat digunakan untuk mensintesis bahan baku pertanian lainnya.
",0,item-icon-214,214,Esensi Peternakan Pertanian,0,1,145,1,0,1,2,0,4,2,1
"794,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Ini dapat digunakan untuk membuat peralatan atau item.
-------
Esensi ini diekstraksi dari produk pertanian dan peternakan berkualitas tinggi, dengan nilai gizi dan medis yang sangat tinggi. Ini dapat digunakan untuk membuat berbagai macam obat dan bumbu yang berkaitan dengan pertanian dan peternakan.
",0,item-icon-215,215,Esensi Peternakan Pertanian,0,1,146,1,0,1,3,0,4,3,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Esensi pertempuran ini adalah bahan baku yang digunakan untuk mensintesis peralatan level yang lebih tinggi, memiliki kemampuan pertempuran yang kuat dan cocok untuk pertempuran level 1.
",0,item-icon-216,216,esensi pejuang,0,1,159,1,0,2,"1,0",0,4,1,1
"793,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Ini adalah esensi pertempuran yang digunakan untuk mensintesis peralatan level 2, yang dapat meningkatkan atribut pertempuran peralatan. Ini disintesis dari bahan baku yang diperoleh selama pertempuran dan merupakan item yang tak tergantikan dalam pertempuran.
",0,item-icon-217,217,esensi pejuang,0,1,160,1,0,2,2,0,4,2,1
"794,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Ini adalah bahan baku yang digunakan untuk mensintesis peralatan pertempuran, yang memiliki kemampuan pertempuran yang tinggi dan dapat meningkatkan level dan atribut peralatan.
",0,item-icon-218,218,esensi pejuang,0,1,161,1,0,2,3,0,4,3,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pupuk ini dapat meningkatkan tingkat pertumbuhan tanaman dan cocok untuk tanaman tingkat menengah.
",98,item-icon-219,219,pupuk dengan percepatan sedang,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pupuk ini dirancang khusus untuk meningkatkan hasil panen tanaman, menghasilkan panen yang melimpah. Mereka menyediakan nutrisi penting dan mempromosikan pertumbuhan tanaman yang sehat, memastikan produktivitas optimal bagi petani. Tingkatkan hasil panen Anda dengan pupuk berkualitas tinggi ini.
",98,item-icon-220,220,Pupuk Hasil Sedang,0,1,,1,0,1,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Pupuk ini memberikan retensi kelembaban yang ditingkatkan untuk tanaman, memastikan tetap terhidrasi dan sehat. Ini mempromosikan pertumbuhan dan nutrisi optimal tanpa perlu penyiraman yang konstan. Berikan perawatan terbaik untuk tanaman Anda dengan pupuk pelembab canggih ini.
",98,item-icon-221,221,Pupuk lembab sedang,0,1,,1,0,1,999,0,3,0,1
-,0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, dapat meningkatkan atribut. Tingkatkan efisiensi pengumpulan Anda.
-------
Sabit tembaga adalah alat pertanian yang terbuat dari tembaga murni, dengan pisau melengkung dan pegangan yang kokoh. Pisau yang tajam dan tahan lama cocok untuk memotong tanaman dan rumput. Bahan tembaga membuat sabit lebih kuat dan tahan karat. Desainnya yang indah, nyaman digenggam, dan mudah digunakan. Sabit tembaga adalah salah satu alat kerja penting bagi petani, membantu mereka menyelesaikan panen di ladang. Baik di ladang atau di peternakan, sabit tembaga menunjukkan kepraktisan dan ketahanannya.
",0,item-icon-222,222,palu 0 palu batu,1440,1,254,0,0,2,999,0,1,0,1
-,0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, dapat meningkatkan atribut. Tingkatkan efisiensi pengumpulan Anda.
-------
Sabit besi adalah alat yang kuat dan tahan lama yang terbuat dari besi berkualitas tinggi. Pisau yang tajam cocok untuk memotong rumput, memanen tanaman, dan pekerjaan pertanian lainnya. Desain melengkung sabit memungkinkan pengguna dengan mudah memotong tanaman dan meningkatkan efisiensi kerja. Pegangannya dirancang dengan hati-hati untuk pegangan yang nyaman dan penggunaan yang stabil. Baik itu pekerjaan pertanian atau pemangkasan taman, sabit besi adalah alat yang tak tergantikan.
",0,item-icon-223,223,Busur dan Anak Panah0 Busur Kayu,1440,1,255,0,0,2,999,0,1,0,1
-,0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, dapat meningkatkan atribut. Tingkatkan efisiensi pengumpulan Anda.
-------
Crystal Scythe, senjata yang bersinar dengan kejernihan kristal, pisau terbuat dari kristal murni, transparan seperti air, memancarkan sihir yang misterius. Pisau sabit ini sangat tajam, mampu dengan mudah memotong hambatan apa pun. Pegangannya dihiasi dengan pola perak yang indah, memberikan nuansa kemuliaan dan misteri. Saat memegang Crystal Scythe, terasa seolah-olah seseorang dapat mengendalikan kekuatan alam, melepaskan energi yang tak terbatas, menjadi kehadiran yang tak terkalahkan dalam pertempuran. Baik itu seorang pejuang atau penyihir, mereka semua ingin memiliki senjata unik ini untuk menunjukkan kekuatan mereka yang besar.
",0,item-icon-225,225,sabit batu,1440,1,329,0,0,3,999,0,1,0,1
"792,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, dapat meningkatkan atribut. Tingkatkan efisiensi pengumpulan Anda.
-------
Golden sickle, bersinar dengan cahaya emas, sangat tajam, pisau sabit ini tertanam dengan emas berharga, memancarkan nuansa kemewahan. Pisau sabit melengkung ini sempurna untuk memanen tanaman. Dengan satu ayunan, ia membawa panen yang melimpah, seperti emas. Pegangannya diukir dengan cermat, megah namun nyaman, memegangnya di tangan terasa seperti memiliki kekuatan tak terbatas. Baik sebagai dekorasi atau alat praktis, golden sickle adalah pilihan unik dan mewah.
",0,item-icon-226,226,Sabit Tembaga,1440,1,332,1,0,3,999,0,1,1,1
"793,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, dapat meningkatkan atribut. Tingkatkan efisiensi pengumpulan Anda.
-------
Diamond Scythe adalah senjata yang indah dan megah, dengan pisau terbuat dari berlian murni, bersinar dengan cahaya yang memikat. Pisau sabit ini sangat tajam, mampu dengan mudah memotong hambatan apa pun. Pegangannya dirancang dengan detail, memberikan pegangan yang nyaman, memungkinkan kecepatan dan kemudahan yang lebih besar dalam pertempuran. Diamond Scythe tidak hanya memiliki kekuatan serangan yang tangguh tetapi juga memiliki sifat magis yang unik, mampu melepaskan gelombang energi mematikan, membuat musuh tidak punya tempat untuk melarikan diri. Baik dalam pertempuran atau pameran, Diamond Scythe adalah harta yang luar biasa yang menarik perhatian.
",0,item-icon-227,227,sabit besi,1440,"1,2",347,1,0,3,999,0,1,2,1
"794,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Ketika dipasang, dapat meningkatkan atribut. Tingkatkan efisiensi pengumpulan Anda.
-------
Starry Scythe, sabit yang bersinar dengan cahaya bintang, dengan berbagai bintang terang tertanam di pisau sabitnya, memancarkan cahaya misterius. Pisau sabit ini sangat tajam, mampu dengan mudah memotong hambatan apa pun. Pegangan sabit diukir dengan pola rasi bintang yang indah, memberikan nuansa ketuhanan dan kesolemnitas. Mengayunkan Starry Scythe terasa seperti menguasai kekuatan bintang, memungkinkan seseorang merasakan kekuatan tak terbatas dan kemuliaan. Baik dalam pertempuran atau upacara, ini adalah pilihan yang sangat baik.
",0,item-icon-228,228,Sabit Kristal,1440,"1,2,3",350,1,0,3,999,0,1,3,1
"795,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Bom
",0,item-icon-229,229,sabit emas,1440,1,363,1,0,3,999,0,1,4,1
"796,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Ramuan Stun
",0,item-icon-230,230,sabit berlian,1440,1,371,1,0,3,999,0,1,5,1
"797,1",0,1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Ramuan Kental
",0,item-icon-231,231,Sabit Astral,1440,1,,1,0,3,999,0,1,6,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Sebuah Bom
",347,item-icon-232,232,Botol yang mudah meledak,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Stun Potion
",348,item-icon-233,233,botol setrum,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Viscous Potion
",351,item-icon-234,234,Pelankan botol,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Burning Potion
",352,item-icon-235,235,botol obat terbakar,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Yellow Flash
",356,item-icon-236,236,Botol Pil Guntur Terbang,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Combo Miss
",357,item-icon-237,237,menghindari botol,0,1,,1,0,3,999,0,3,0,1
"792,1","1,3,4",1,"Anda dapat memperoleh item ini melalui sintesis.
Menggunakannya dapat memicu efek khusus.
-------
Buff Clear
",0,item-icon-238,238,Botol pemurnian,0,1,,1,0,3,999,0,3,0,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-241,241,Rambut Baseball Pro,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-242,242,Atasan Baseball Pro,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-243,243,Sarung Tangan Baseball Pro,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-244,244,Celana Baseball Pro,0,5,,1,0,2,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-245,245,Sepatu Baseball Pro,0,5,,1,0,2,999,0,1,1,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-246,246,Rambut Ya-shiro,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-247,247,Atasan Ya-shiro,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-248,248,Sarung Tangan Ya-shiro,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-249,249,Celana Ya-shiro,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-250,250,Sepatu Ya-shiro,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-251,251,Rambut Hell Baron,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-252,252,Atasan Hell Baron,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-253,253,Sarung Tangan Hell Baron,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-254,254,Celana Hell Baron,0,5,,1,0,2,999,0,1,3,1
"794,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-255,255,Sepatu Hell Baron,0,5,,1,0,2,999,0,1,3,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-257,257,Rambut Stylish Lad,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-258,258,Atasan Stylish Lad,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-259,259,Sarung Tangan Stylish Lad,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-260,260,Celana Stylish Lad,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-261,261,Sepatu Stylish Lad,0,5,,1,0,1,999,0,1,0,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-262,262,Rambut Speedster,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-263,263,Atasan Speedster,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-264,264,Sarung Tangan Speedster,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-265,265,Celana Speedster,0,5,,1,0,1,999,0,1,1,1
"792,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-266,266,Sepatu Speedster,0,5,,1,0,1,999,0,1,1,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-267,267,Rambut Prajurit Romawi,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-268,268,Atasan Prajurit Romawi,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-269,269,Sarung Tangan Prajurit Romawi,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-270,270,Celana Prajurit Romawi,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-271,271,Sepatu Prajurit Romawi,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-272,272,Rambut Anak Jalanan,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-273,273,Atasan Anak Jalanan,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-274,274,Sarung Tangan Anak Jalanan,0,5,,1,0,3,999,0,1,2,1
"793,1",4,1," Ada kesempatan untuk mendapatkan saat mensintesis peralatan.
Penampilan modis tanpa atribut
-------
Disarankan untuk digunakan sebagai mode fashion
",0,item-icon-275,275,Celana Anak Jalanan,0,5,,1,0,3,999,0,1,2,1
